,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
212,213,Mother and Child,"$5,621,971","$1,110,509",19.8%,"$4,511,462",80.2%,2010_boxofficemojo_rankings.csv,2010
213,214,Solitary Man,"$5,615,390","$4,360,548",77.7%,"$1,254,842",22.3%,2010_boxofficemojo_rankings.csv,2010
214,215,Exit Through the Gift Shop,"$5,386,242","$3,291,250",61.1%,"$2,094,992",38.9%,2010_boxofficemojo_rankings.csv,2010
215,216,Trollhunter,"$5,341,098","$253,444",4.7%,"$5,087,654",95.3%,2010_boxofficemojo_rankings.csv,2010
216,217,Tucker and Dale vs Evil,"$5,224,938","$223,838",4.3%,"$5,001,100",95.7%,2010_boxofficemojo_rankings.csv,2010
217,218,Rabbit Hole,"$5,140,925","$2,229,058",43.4%,"$2,911,867",56.6%,2010_boxofficemojo_rankings.csv,2010
218,219,Monsters,"$5,060,438","$237,301",4.7%,"$4,823,137",95.3%,2010_boxofficemojo_rankings.csv,2010
219,220,Burke and Hare,"$4,791,599","$4,833",0.1%,"$4,786,766",99.9%,2010_boxofficemojo_rankings.csv,2010
220,221,The Runaways,"$4,681,651","$3,573,673",76.3%,"$1,107,978",23.7%,2010_boxofficemojo_rankings.csv,2010
221,222,King of Devil's Island,"$4,360,391","$7,615",0.2%,"$4,352,776",99.8%,2010_boxofficemojo_rankings.csv,2010
222,223,Please Give,"$4,313,829","$4,033,574",93.5%,"$280,255",6.5%,2010_boxofficemojo_rankings.csv,2010
223,224,Carancho,"$4,120,012","$85,526",2.1%,"$4,034,486",97.9%,2010_boxofficemojo_rankings.csv,2010
224,225,The Killer Inside Me,"$4,050,140","$217,277",5.4%,"$3,832,863",94.6%,2010_boxofficemojo_rankings.csv,2010
225,226,Rare Exports,"$4,028,971","$236,347",5.9%,"$3,792,624",94.1%,2010_boxofficemojo_rankings.csv,2010
226,227,Break Ke Baad,"$3,954,699","$427,628",10.8%,"$3,527,071",89.2%,2010_boxofficemojo_rankings.csv,2010
227,228,The Perfect Game,"$3,878,993","$1,037,071",26.7%,"$2,841,922",73.3%,2010_boxofficemojo_rankings.csv,2010
228,229,Frozen,"$3,843,774","$246,176",6.4%,"$3,597,598",93.6%,2010_boxofficemojo_rankings.csv,2010
229,230,To Save a Life,"$3,824,868","$3,777,210",98.8%,"$47,658",1.2%,2010_boxofficemojo_rankings.csv,2010
230,231,Love Crime,"$3,663,918","$539,792",14.7%,"$3,124,126",85.3%,2010_boxofficemojo_rankings.csv,2010
231,232,Karthik Calling Karthik,"$3,627,172","$286,409",7.9%,"$3,340,763",92.1%,2010_boxofficemojo_rankings.csv,2010
232,233,The Last Circus,"$3,604,598","$40,548",1.1%,"$3,564,050",98.9%,2010_boxofficemojo_rankings.csv,2010
233,234,Catfish,"$3,533,711","$3,237,343",91.6%,"$296,368",8.4%,2010_boxofficemojo_rankings.csv,2010
234,235,Wild Target,"$3,494,154","$108,589",3.1%,"$3,385,565",96.9%,2010_boxofficemojo_rankings.csv,2010
235,236,3,"$3,484,446","$59,954",1.7%,"$3,424,492",98.3%,2010_boxofficemojo_rankings.csv,2010
236,237,Hors la loi,"$3,470,487","$96,933",2.8%,"$3,373,554",97.2%,2010_boxofficemojo_rankings.csv,2010
237,238,6 Souls,"$3,205,167",-,-,"$3,205,167",100%,2010_boxofficemojo_rankings.csv,2010
238,239,Come Undone,"$3,101,465","$10,035",0.3%,"$3,091,430",99.7%,2010_boxofficemojo_rankings.csv,2010
239,240,Fearless,"$2,942,554","$1,288,549",43.8%,"$1,654,005",56.2%,2010_boxofficemojo_rankings.csv,2010
240,241,Joan Rivers: A Piece of Work,"$2,930,687","$2,930,687",100%,-,-,2010_boxofficemojo_rankings.csv,2010
241,242,Letters to God,"$2,908,893","$2,848,578",97.9%,"$60,315",2.1%,2010_boxofficemojo_rankings.csv,2010
242,243,Twelve,"$2,648,195","$183,920",6.9%,"$2,464,275",93.1%,2010_boxofficemojo_rankings.csv,2010
243,244,N-Secure,"$2,595,644","$2,595,644",100%,-,-,2010_boxofficemojo_rankings.csv,2010
244,245,Shi,"$2,533,089","$356,149",14.1%,"$2,176,940",85.9%,2010_boxofficemojo_rankings.csv,2010
245,246,Cairo Time,"$2,477,315","$1,603,616",64.7%,"$873,699",35.3%,2010_boxofficemojo_rankings.csv,2010
246,247,The Tree,"$2,450,045","$71,158",2.9%,"$2,378,887",97.1%,2010_boxofficemojo_rankings.csv,2010
247,248,After.Life,"$2,422,634","$108,595",4.5%,"$2,314,039",95.5%,2010_boxofficemojo_rankings.csv,2010
248,249,Twilight/New Moon,"$2,385,237","$2,385,237",100%,-,-,2010_boxofficemojo_rankings.csv,2010
249,250,Chico & Rita,"$2,347,919","$350,524",14.9%,"$1,997,395",85.1%,2010_boxofficemojo_rankings.csv,2010
250,251,Housefull,"$2,340,550","$1,183,658",50.6%,"$1,156,892",49.4%,2010_boxofficemojo_rankings.csv,2010
251,252,Ong-bak 3,"$2,340,516","$14,890",0.6%,"$2,325,626",99.4%,2010_boxofficemojo_rankings.csv,2010
252,253,A Cat in Paris,"$2,080,634","$309,973",14.9%,"$1,770,661",85.1%,2010_boxofficemojo_rankings.csv,2010
253,254,Hotchpotch 3,"$2,067,671","$1,132,192",54.8%,"$935,479",45.2%,2010_boxofficemojo_rankings.csv,2010
254,255,Armadillo,"$2,018,685","$14,566",0.7%,"$2,004,119",99.3%,2010_boxofficemojo_rankings.csv,2010
255,256,A Somewhat Gentle Man,"$1,826,459","$37,743",2.1%,"$1,788,716",97.9%,2010_boxofficemojo_rankings.csv,2010
256,257,Mozart's Sister,"$1,824,891","$707,885",38.8%,"$1,117,006",61.2%,2010_boxofficemojo_rankings.csv,2010
257,258,The Polar Express 2010 IMAX Release,"$1,798,274","$672,796",37.4%,"$1,125,478",62.6%,2010_boxofficemojo_rankings.csv,2010
258,259,Ondine,"$1,777,019","$550,472",31%,"$1,226,547",69%,2010_boxofficemojo_rankings.csv,2010
259,260,Flipped,"$1,755,212","$1,755,212",100%,-,-,2010_boxofficemojo_rankings.csv,2010
260,261,Tekken,"$1,697,207",-,-,"$1,697,207",100%,2010_boxofficemojo_rankings.csv,2010
261,262,All Good Things 2010 Re-release,"$1,689,646","$582,024",34.4%,"$1,107,622",65.6%,2010_boxofficemojo_rankings.csv,2010
262,263,The Other Woman,"$1,451,343","$25,423",1.8%,"$1,425,920",98.2%,2010_boxofficemojo_rankings.csv,2010
263,264,The City of Your Final Destination,"$1,444,401","$493,296",34.2%,"$951,105",65.8%,2010_boxofficemojo_rankings.csv,2010
264,265,Restrepo,"$1,436,391","$1,330,894",92.7%,"$105,497",7.3%,2010_boxofficemojo_rankings.csv,2010
265,266,White Material,"$1,392,434","$304,020",21.8%,"$1,088,414",78.2%,2010_boxofficemojo_rankings.csv,2010
266,267,Raavan,"$1,356,461","$708,726",52.2%,"$647,735",47.8%,2010_boxofficemojo_rankings.csv,2010
267,268,Ajami,"$1,331,651","$622,403",46.7%,"$709,248",53.3%,2010_boxofficemojo_rankings.csv,2010
268,269,It's a Wonderful Afterlife,"$1,321,438",-,-,"$1,321,438",100%,2010_boxofficemojo_rankings.csv,2010
269,270,I Spit on Your Grave,"$1,278,650","$93,051",7.3%,"$1,185,599",92.7%,2010_boxofficemojo_rankings.csv,2010
270,271,Howl,"$1,278,390","$617,334",48.3%,"$661,056",51.7%,2010_boxofficemojo_rankings.csv,2010
271,272,When We Leave,"$1,214,076","$19,631",1.6%,"$1,194,445",98.4%,2010_boxofficemojo_rankings.csv,2010
272,273,Uncle Boonmee Who Can Recall His Past Lives,"$1,212,206","$184,292",15.2%,"$1,027,914",84.8%,2010_boxofficemojo_rankings.csv,2010
273,274,Casino Jack,"$1,209,709","$1,042,959",86.2%,"$166,750",13.8%,2010_boxofficemojo_rankings.csv,2010
274,275,When You're Strange,"$1,194,182","$246,078",20.6%,"$948,104",79.4%,2010_boxofficemojo_rankings.csv,2010
275,276,Miral,"$1,132,843","$373,420",33%,"$759,423",67%,2010_boxofficemojo_rankings.csv,2010
276,277,La Mission,"$1,062,941","$1,062,941",100%,-,-,2010_boxofficemojo_rankings.csv,2010
277,278,Carlos,"$1,059,369","$145,526",13.7%,"$913,843",86.3%,2010_boxofficemojo_rankings.csv,2010
278,279,We Are Family,"$1,031,070","$638,144",61.9%,"$392,926",38.1%,2010_boxofficemojo_rankings.csv,2010
279,280,Leaves of Grass,"$1,018,753","$70,066",6.9%,"$948,687",93.1%,2010_boxofficemojo_rankings.csv,2010
280,281,The Oscar Nominated Short Films 2010: Live Action,"$1,018,169","$1,018,169",100%,-,-,2010_boxofficemojo_rankings.csv,2010
281,282,The Greatest,"$985,181","$114,766",11.6%,"$870,415",88.4%,2010_boxofficemojo_rankings.csv,2010
282,283,The Wildest Dream,"$898,137","$898,137",100%,-,-,2010_boxofficemojo_rankings.csv,2010
283,284,The Disappearance of Alice Creed,"$896,919","$166,980",18.6%,"$729,939",81.4%,2010_boxofficemojo_rankings.csv,2010
284,285,Princess Kaiulani,"$883,887","$883,887",100%,-,-,2010_boxofficemojo_rankings.csv,2010
285,286,Brave,"$861,630","$527,193",61.2%,"$334,437",38.8%,2010_boxofficemojo_rankings.csv,2010
286,287,Chain Letter,"$855,185","$138,788",16.2%,"$716,397",83.8%,2010_boxofficemojo_rankings.csv,2010
287,288,Heartbeats,"$843,423","$68,723",8.1%,"$774,700",91.9%,2010_boxofficemojo_rankings.csv,2010
288,289,What If...,"$814,906","$814,906",100%,-,-,2010_boxofficemojo_rankings.csv,2010
289,290,The Tillman Story,"$802,535","$802,535",100%,-,-,2010_boxofficemojo_rankings.csv,2010
290,291,Life During Wartime,"$783,232","$281,447",35.9%,"$501,785",64.1%,2010_boxofficemojo_rankings.csv,2010
291,292,Enter the Void,"$775,385","$336,467",43.4%,"$438,918",56.6%,2010_boxofficemojo_rankings.csv,2010
292,293,Middle Men,"$754,301","$754,301",100%,-,-,2010_boxofficemojo_rankings.csv,2010
293,294,Holy Rollers,"$744,266","$303,064",40.7%,"$441,202",59.3%,2010_boxofficemojo_rankings.csv,2010
294,295,How I Ended This Summer,"$730,412","$8,733",1.2%,"$721,679",98.8%,2010_boxofficemojo_rankings.csv,2010
295,296,Passione,"$707,460","$255,355",36.1%,"$452,105",63.9%,2010_boxofficemojo_rankings.csv,2010
296,297,Le Quattro Volte,"$701,334","$152,530",21.7%,"$548,804",78.3%,2010_boxofficemojo_rankings.csv,2010
297,298,No Problem,"$654,369","$285,468",43.6%,"$368,901",56.4%,2010_boxofficemojo_rankings.csv,2010
298,299,The Extra Man,"$649,626","$453,377",69.8%,"$196,249",30.2%,2010_boxofficemojo_rankings.csv,2010
299,300,Jack Goes Boating,"$637,479","$541,992",85%,"$95,487",15%,2010_boxofficemojo_rankings.csv,2010
300,301,The Virginity Hit,"$636,706","$636,706",100%,-,-,2010_boxofficemojo_rankings.csv,2010
301,302,Kaboom,"$635,162","$118,919",18.7%,"$516,243",81.3%,2010_boxofficemojo_rankings.csv,2010
302,303,Korkoro,"$627,088","$8,242",1.3%,"$618,846",98.7%,2010_boxofficemojo_rankings.csv,2010
303,304,I'm Still Here,"$626,396","$408,983",65.3%,"$217,413",34.7%,2010_boxofficemojo_rankings.csv,2010
304,305,Winter in Wartime 2010 Re-release,"$623,392","$543,100",87.1%,"$80,292",12.9%,2010_boxofficemojo_rankings.csv,2010
305,306,"Happy, Happy","$620,238","$45,154",7.3%,"$575,084",92.7%,2010_boxofficemojo_rankings.csv,2010
306,307,Undertow,"$602,059","$108,620",18%,"$493,439",82%,2010_boxofficemojo_rankings.csv,2010
307,308,The Human Resources Manager,"$590,567","$64,014",10.8%,"$526,553",89.2%,2010_boxofficemojo_rankings.csv,2010
308,309,Elvis on Tour,"$587,818","$587,818",100%,-,-,2010_boxofficemojo_rankings.csv,2010
309,310,Mesrine Part 1: Killer Instinct 2010 Re-release,"$572,790","$551,697",96.3%,"$21,093",3.7%,2010_boxofficemojo_rankings.csv,2010
310,311,The Art of the Steal,"$544,890","$544,890",100%,-,-,2010_boxofficemojo_rankings.csv,2010
311,312,Standing Ovation,"$531,806","$531,806",100%,-,-,2010_boxofficemojo_rankings.csv,2010
312,313,Metropolis 2010 Re-release,"$529,603","$529,603",100%,-,-,2010_boxofficemojo_rankings.csv,2010
313,314,Preacher's Kid,"$515,065","$515,065",100%,-,-,2010_boxofficemojo_rankings.csv,2010
314,315,L'amour fou,"$489,126","$312,494",63.9%,"$176,632",36.1%,2010_boxofficemojo_rankings.csv,2010
315,316,Father of My Children,"$480,834","$144,022",30%,"$336,812",70%,2010_boxofficemojo_rankings.csv,2010
316,317,Sound of Noise,"$456,366","$24,565",5.4%,"$431,801",94.6%,2010_boxofficemojo_rankings.csv,2010
317,318,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,"$453,993","$453,993",100%,-,-,2010_boxofficemojo_rankings.csv,2010
318,319,Bitch Slap,"$439,587","$17,365",4%,"$422,222",96%,2010_boxofficemojo_rankings.csv,2010
319,320,I Want Your Money,"$433,588","$433,588",100%,-,-,2010_boxofficemojo_rankings.csv,2010
320,321,Rage,"$411,967","$5,594",1.4%,"$406,373",98.6%,2010_boxofficemojo_rankings.csv,2010
321,322,The Square 2010 Re-release,"$406,116","$406,116",100%,-,-,2010_boxofficemojo_rankings.csv,2010
322,323,The Tempest,"$405,861","$277,943",68.5%,"$127,918",31.5%,2010_boxofficemojo_rankings.csv,2010
323,324,Tiny Furniture,"$391,674","$391,674",100%,-,-,2010_boxofficemojo_rankings.csv,2010
324,325,Grease 2010 Sing-a-long,"$365,802","$365,802",100%,-,-,2010_boxofficemojo_rankings.csv,2010
325,326,Breathless 2010 Re-release,"$363,031","$363,031",100%,-,-,2010_boxofficemojo_rankings.csv,2010
326,327,Welcome to the Rileys,"$358,014","$158,898",44.4%,"$199,116",55.6%,2010_boxofficemojo_rankings.csv,2010
327,328,Like Dandelion Dust,"$352,810","$352,810",100%,-,-,2010_boxofficemojo_rankings.csv,2010
328,329,The Good Heart,"$346,851","$20,930",6%,"$325,921",94%,2010_boxofficemojo_rankings.csv,2010
329,330,Kings of Pastry,"$336,386","$336,386",100%,-,-,2010_boxofficemojo_rankings.csv,2010
330,331,Formosa Betrayed,"$326,034","$225,341",69.1%,"$100,693",30.9%,2010_boxofficemojo_rankings.csv,2010
331,332,Red Hill,"$324,424","$21,087",6.5%,"$303,337",93.5%,2010_boxofficemojo_rankings.csv,2010
332,333,A Film Unfinished,"$320,486","$320,486",100%,-,-,2010_boxofficemojo_rankings.csv,2010
333,334,The Yellow Handkerchief,"$318,623","$318,623",100%,-,-,2010_boxofficemojo_rankings.csv,2010
334,335,Today's Special,"$317,831","$317,831",100%,-,-,2010_boxofficemojo_rankings.csv,2010
335,336,Alamar,"$303,574","$61,613",20.3%,"$241,961",79.7%,2010_boxofficemojo_rankings.csv,2010
336,337,Special Treatment,"$294,483","$8,856",3%,"$285,627",97%,2010_boxofficemojo_rankings.csv,2010
337,338,44 Inch Chest 2010 Re-release,"$294,245","$39,033",13.3%,"$255,212",86.7%,2010_boxofficemojo_rankings.csv,2010
338,339,Pianomania,"$292,870","$49,852",17%,"$243,018",83%,2010_boxofficemojo_rankings.csv,2010
339,340,Mesrine Part 2: Public Enemy #1 2010 Re-release,"$292,150","$275,387",94.3%,"$16,763",5.7%,2010_boxofficemojo_rankings.csv,2010
340,341,Waste Land,"$291,307","$187,716",64.4%,"$103,591",35.6%,2010_boxofficemojo_rankings.csv,2010
341,342,Illégal,"$290,108",$651,0.2%,"$289,457",99.8%,2010_boxofficemojo_rankings.csv,2010
342,343,Last Train Home,"$288,328","$288,328",100%,-,-,2010_boxofficemojo_rankings.csv,2010
343,344,Countdown to Zero,"$287,711","$272,040",94.6%,"$15,671",5.4%,2010_boxofficemojo_rankings.csv,2010
344,345,Post Mortem,"$286,702","$9,750",3.4%,"$276,952",96.6%,2010_boxofficemojo_rankings.csv,2010
345,346,South of the Border,"$284,214","$198,600",69.9%,"$85,614",30.1%,2010_boxofficemojo_rankings.csv,2010
346,347,"If I Want to Whistle, I Whistle","$280,892","$12,135",4.3%,"$268,757",95.7%,2010_boxofficemojo_rankings.csv,2010
347,348,"Lovely, Still","$279,170","$127,564",45.7%,"$151,606",54.3%,2010_boxofficemojo_rankings.csv,2010
348,349,Black Death,"$272,445","$22,554",8.3%,"$249,891",91.7%,2010_boxofficemojo_rankings.csv,2010
349,350,Mysteries of Lisbon,"$257,065","$110,507",43%,"$146,558",57%,2010_boxofficemojo_rankings.csv,2010
350,351,Jean-Michel Basquiat: The Radiant Child,"$256,242","$256,242",100%,-,-,2010_boxofficemojo_rankings.csv,2010
351,352,The Robber,"$254,489","$83,451",32.8%,"$171,038",67.2%,2010_boxofficemojo_rankings.csv,2010
352,353,The Human Centipede (First Sequence),"$252,207","$181,467",72%,"$70,740",28%,2010_boxofficemojo_rankings.csv,2010
353,354,Caterpillar,"$251,922","$4,157",1.7%,"$247,765",98.3%,2010_boxofficemojo_rankings.csv,2010
354,355,My Dog Tulip,"$246,574","$246,574",100%,-,-,2010_boxofficemojo_rankings.csv,2010
355,356,"Tuesday, After Christmas","$245,833","$27,813",11.3%,"$218,020",88.7%,2010_boxofficemojo_rankings.csv,2010
356,357,Brotherhood,"$240,887","$8,979",3.7%,"$231,908",96.3%,2010_boxofficemojo_rankings.csv,2010
357,358,The Exorcist Extended Director's Cut,"$235,134","$235,134",100%,-,-,2010_boxofficemojo_rankings.csv,2010
358,359,The Black Waters of Echo's Pond,"$224,409","$224,409",100%,-,-,2010_boxofficemojo_rankings.csv,2010
359,360,Chance Pe Dance,"$220,619","$168,643",76.4%,"$51,976",23.6%,2010_boxofficemojo_rankings.csv,2010
360,361,Jane's Journey,"$217,615","$27,253",12.5%,"$190,362",87.5%,2010_boxofficemojo_rankings.csv,2010
361,362,La soga,"$210,625","$210,625",100%,-,-,2010_boxofficemojo_rankings.csv,2010
362,363,House,"$209,765","$209,765",100%,-,-,2010_boxofficemojo_rankings.csv,2010
363,364,Sweetgrass,"$207,473","$207,473",100%,-,-,2010_boxofficemojo_rankings.csv,2010
364,365,Legendary,"$200,393","$200,393",100%,-,-,2010_boxofficemojo_rankings.csv,2010
365,366,A Screaming Man,"$193,981","$9,862",5.1%,"$184,119",94.9%,2010_boxofficemojo_rankings.csv,2010
366,367,Client 9: The Rise and Fall of Eliot Spitzer,"$192,870","$189,416",98.2%,"$3,454",1.8%,2010_boxofficemojo_rankings.csv,2010
367,368,The Romantics,"$191,019","$106,524",55.8%,"$84,495",44.2%,2010_boxofficemojo_rankings.csv,2010
368,369,Nick Saban: Gamechanger,"$189,000","$189,000",100%,-,-,2010_boxofficemojo_rankings.csv,2010
369,370,Leap Year,"$188,242","$12,979",6.9%,"$175,263",93.1%,2010_boxofficemojo_rankings.csv,2010
370,371,Salt of This Sea 2010 Re-release,"$186,045","$11,662",6.3%,"$174,383",93.7%,2010_boxofficemojo_rankings.csv,2010
371,372,Winnebago Man,"$181,039","$181,039",100%,-,-,2010_boxofficemojo_rankings.csv,2010
372,373,Nostalgia for the Light,"$177,634","$163,962",92.3%,"$13,672",7.7%,2010_boxofficemojo_rankings.csv,2010
373,374,Casino Jack and the United States of Money,"$176,865","$176,865",100%,-,-,2010_boxofficemojo_rankings.csv,2010
374,375,Anchor Baby,"$176,784","$15,790",8.9%,"$160,994",91.1%,2010_boxofficemojo_rankings.csv,2010
375,376,Perrier's Bounty,"$167,938",$828,0.5%,"$167,110",99.5%,2010_boxofficemojo_rankings.csv,2010
376,377,Genius Within: The Inner Life of Glenn Gould,"$167,508","$167,508",100%,-,-,2010_boxofficemojo_rankings.csv,2010
377,378,Fool for Love,"$165,987","$165,987",100%,-,-,2010_boxofficemojo_rankings.csv,2010
378,379,Spring Fever,"$161,110","$10,824",6.7%,"$150,286",93.3%,2010_boxofficemojo_rankings.csv,2010
379,380,The Eclipse,"$159,852","$133,411",83.5%,"$26,441",16.5%,2010_boxofficemojo_rankings.csv,2010
380,381,Hatchet II,"$156,190","$52,604",33.7%,"$103,586",66.3%,2010_boxofficemojo_rankings.csv,2010
381,382,Red Riding: The Year of Our Lord 1974,"$151,644","$151,644",100%,-,-,2010_boxofficemojo_rankings.csv,2010
382,383,The Cremaster Cycle 2010 Re-release,"$151,239","$151,239",100%,-,-,2010_boxofficemojo_rankings.csv,2010
383,384,Only the Brave,"$150,000","$150,000",100%,-,-,2010_boxofficemojo_rankings.csv,2010
384,385,Harry Potter and the Deathly Hallows: Part 1 2018 Re-release,"$148,263","$148,263",100%,-,-,2010_boxofficemojo_rankings.csv,2010
385,386,The Strange Case of Angelica,"$147,173","$50,135",34.1%,"$97,038",65.9%,2010_boxofficemojo_rankings.csv,2010
386,387,Survival of the Dead,"$143,191","$101,740",71.1%,"$41,451",28.9%,2010_boxofficemojo_rankings.csv,2010
387,388,The Weathered Underground,"$140,091","$140,091",100%,-,-,2010_boxofficemojo_rankings.csv,2010
388,389,Love Ranch,"$137,885","$137,885",100%,-,-,2010_boxofficemojo_rankings.csv,2010
389,390,Attenberg,"$134,503","$24,036",17.9%,"$110,467",82.1%,2010_boxofficemojo_rankings.csv,2010
390,391,Pure Country 2: The Gift,"$133,771","$133,771",100%,-,-,2010_boxofficemojo_rankings.csv,2010
391,392,October,"$130,335","$32,127",24.6%,"$98,208",75.4%,2010_boxofficemojo_rankings.csv,2010
392,393,Stonewall Uprising,"$128,203","$128,203",100%,-,-,2010_boxofficemojo_rankings.csv,2010
393,394,Benda Bilili!,"$127,362","$13,420",10.5%,"$113,942",89.5%,2010_boxofficemojo_rankings.csv,2010
394,395,The Arbor,"$126,182","$21,620",17.1%,"$104,562",82.9%,2010_boxofficemojo_rankings.csv,2010
395,396,Ran 2010 Re-release,"$124,673","$124,673",100%,-,-,2010_boxofficemojo_rankings.csv,2010
396,397,Film socialisme 2010 Re-release,"$122,264","$42,925",35.1%,"$79,339",64.9%,2010_boxofficemojo_rankings.csv,2010
397,398,Valley of the Heart's Delight,"$119,290","$119,290",100%,-,-,2010_boxofficemojo_rankings.csv,2010
398,399,Celine: Through the Eyes of the World,"$119,274",-,-,"$119,274",100%,2010_boxofficemojo_rankings.csv,2010
399,400,See What I'm Saying: The Deaf Entertainers Documentary,"$118,206","$118,206",100%,-,-,2010_boxofficemojo_rankings.csv,2010
400,401,Freakonomics,"$117,678","$101,270",86.1%,"$16,408",13.9%,2010_boxofficemojo_rankings.csv,2010
401,402,Touching Home,"$116,353","$116,353",100%,-,-,2010_boxofficemojo_rankings.csv,2010
402,403,Marwencol,"$112,036","$112,036",100%,-,-,2010_boxofficemojo_rankings.csv,2010
403,404,Saint John of Las Vegas,"$111,731","$102,645",91.9%,"$9,086",8.1%,2010_boxofficemojo_rankings.csv,2010
404,405,Best Worst Movie,"$109,895","$109,895",100%,-,-,2010_boxofficemojo_rankings.csv,2010
405,406,Blood Done Sign My Name,"$109,383","$109,383",100%,-,-,2010_boxofficemojo_rankings.csv,2010
406,407,Band Baaja Baaraat,"$104,532","$43,820",41.9%,"$60,712",58.1%,2010_boxofficemojo_rankings.csv,2010
407,408,Feed the Fish,"$101,170","$101,170",100%,-,-,2010_boxofficemojo_rankings.csv,2010
408,409,The Good Guy,"$100,688","$100,688",100%,-,-,2010_boxofficemojo_rankings.csv,2010
409,410,8: The Mormon Proposition,"$100,280","$100,280",100%,-,-,2010_boxofficemojo_rankings.csv,2010
410,411,Bhutto,"$100,202","$100,202",100%,-,-,2010_boxofficemojo_rankings.csv,2010
411,412,White Lion,"$99,635",-,-,"$99,635",100%,2010_boxofficemojo_rankings.csv,2010
412,413,Kings of the Evening,"$99,270","$99,270",100%,-,-,2010_boxofficemojo_rankings.csv,2010
413,414,Kisses 2010 Re-release,"$96,933","$81,680",84.3%,"$15,253",15.7%,2010_boxofficemojo_rankings.csv,2010
414,415,Oy Vey! My Son Is Gay!!,"$89,507","$89,507",100%,-,-,2010_boxofficemojo_rankings.csv,2010
